"call","qso_date","time_on","band","comment","n3fjp_computername","contest_id","cont","country","dxcc","cqz","class","freq","n3fjp_initials","ituz","mode","n3fjp_modecontest","operator","tx_pwr","pfx","qsl_sent","qsl_rcvd","arrl_sect","station_callsign","n3fjp_spcnum","state","n3fjp_stationid","n3fjp_transmitterid",
"N4NE","20240623","143416","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","3A","14.05303","ALW","08","CW","CW","K6ZY","100","N4","N","N","GA","W7AVM","GA","GA","Shack-Main-Computer--ACER","0",
"W2PJ","20240623","143506","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","05","1D","21.25982","JP","08","SSB","PH","N7JP","100","W2","N","N","WNY","W7AVM","WNY","NY","N7JP-DX","0",
"K8RYU","20240623","143607","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1B","14.05492","ALW","08","CW","CW","K6ZY","100","K8","N","N","OH","W7AVM","OH","OH","Shack-Main-Computer--ACER","0",
"W5YA","20240623","143807","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2A","14.05664","ALW","07","CW","CW","K6ZY","100","W5","N","N","NM","W7AVM","NM","NM","Shack-Main-Computer--ACER","0",
"W0CQC","20240623","143953","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2A","14.05733","ALW","07","CW","CW","K6ZY","100","W0","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"W0CGM","20240623","144137","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2A","14.06197","ALW","07","CW","CW","K6ZY","100","W0","N","N","MN","W7AVM","MN","MN","Shack-Main-Computer--ACER","0",
"W4DW","20240623","144406","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","05","9A","21.28700","JP","08","SSB","PH","N7JP","100","W4","N","N","NC","W7AVM","NC","NC","N7JP-DX","0",
"WD7Y","20240623","150156","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1B","14.02235","ALW","06","CW","CW","K6ZY","100","WD7","N","N","NV","W7AVM","NV","NV","Shack-Main-Computer--ACER","0",
"K2IN","20240623","150703","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","2A","14.02235","ALW","08","CW","CW","K6ZY","100","K2","N","N","NNJ","W7AVM","NNJ","NJ","Shack-Main-Computer--ACER","0",
"K7MVA","20240623","150902","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","4A","","DF","06","SSB","PH","W7DAF","100","K7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"W7YED","20240623","151010","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","4A","7.075206","RK","06","FT8","DIG","K7MHJ","100","W7","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"N4ZZ","20240623","151133","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02698","ALW","08","CW","CW","K6ZY","100","N4","N","N","TN","W7AVM","TN","TN","Shack-Main-Computer--ACER","0",
"W8TK","20240623","151601","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1E","14.02877","ALW","06","CW","CW","K6ZY","100","W8","N","N","AZ","W7AVM","AZ","AZ","Shack-Main-Computer--ACER","0",
"W6TRW","20240623","151718","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","5A","7.075206","RK","06","FT8","DIG","K7MHJ","100","W6","N","N","LAX","W7AVM","LAX","CA","AF9W-Field","0",
"NN0G","20240623","151839","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02906","ALW","07","CW","CW","K6ZY","100","NN0","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"K6VT","20240623","152048","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3A","7.075206","RK","06","FT8","DIG","K7MHJ","100","K6","N","N","SV","W7AVM","SV","CA","AF9W-Field","0",
"KH6UL","20240623","152932","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","OC","Hawaii","110","31","1F","7.075206","RK","61","FT8","DIG","K7MHJ","100","KH6","N","N","PAC","W7AVM","PAC","HI","AF9W-Field","0",
"W5NX","20240623","153136","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.03091","ALW","07","CW","CW","K6ZY","100","W5","N","N","AR","W7AVM","AR","AR","Shack-Main-Computer--ACER","0",
"AI5NQ","20240623","153141","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","1B","21.25986","JP","07","SSB","PH","N7JP","100","AI5","N","N","NTX","W7AVM","NTX","TX","N7JP-DX","0",
"N6R","20240623","153149","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","7A","","DF","06","SSB","PH","W7DAF","100","N6","N","N","SB","W7AVM","SB","CA","MINISTWO","0",
"KX2P","20240623","153553","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.03334","ALW","07","CW","CW","K6ZY","100","KX2","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"K1CHR","20240623","153626","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","05","1E","21.24098","JP","08","SSB","PH","N7JP","100","K1","N","N","NH","W7AVM","NH","NH","N7JP-DX","0",
"KG7SPL","20240623","153729","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","DF","06","SSB","PH","W7DAF","100","KG7","N","N","MT","W7AVM","MT","MT","MINISTWO","0",
"N1TN","20240623","153916","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","2A","14.03588","ALW","08","CW","CW","K6ZY","100","N1","N","N","ME","W7AVM","ME","ME","Shack-Main-Computer--ACER","0",
"W9I","20240623","154505","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2A","14.03719","ALW","08","CW","CW","K6ZY","100","W9","N","N","WI","W7AVM","WI","WI","Shack-Main-Computer--ACER","0",
"W7BIG","20240623","154525","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","03","3W","21.28168","JP","06","SSB","PH","N7JP","100","W7","N","N","WWA","W7AVM","WWA","WA","N7JP-DX","0",
"N6KHO","20240623","154646","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.075206","BF","06","FT8","DIG","K7PVT","100","N6","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"WR4T","20240623","154809","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1B","14.03862","ALW","08","CW","CW","K6ZY","100","WR4","N","N","OH","W7AVM","OH","OH","Shack-Main-Computer--ACER","0",
"KX7ID","20240623","155146","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3A","7.075206","BF","06","FT8","DIG","K7PVT","100","KX7","N","N","ID","W7AVM","ID","ID","AF9W-Field","0",
"N4PX","20240623","155447","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2A","14.04125","ALW","08","CW","CW","K6ZY","100","N4","N","N","TN","W7AVM","TN","TN","Shack-Main-Computer--ACER","0",
"K7JAR","20240623","155947","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3A","7.075206","BF","06","FT8","DIG","K7PVT","100","K7","N","N","EWA","W7AVM","EWA","WA","AF9W-Field","0",
"AB9PN","20240623","160038","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1A","14.04398","ALW","08","CW","CW","K6ZY","100","AB9","N","N","WI","W7AVM","WI","WI","Shack-Main-Computer--ACER","0",
"KS7T","20240623","160816","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.00908","ALW","06","CW","CW","K6ZY","100","KS7","N","N","MT","W7AVM","MT","MT","Shack-Main-Computer--ACER","0",
"KI7OOM","20240623","161102","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1A","","DF","06","SSB","PH","W7DAF","100","KI7","N","N","EWA","W7AVM","EWA","WA","MINISTWO","0",
"K7UVA","20240623","161248","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3A","21.07534","BF","06","FT8","DIG","K7PVT","100","K7","N","N","UT","W7AVM","UT","UT","AF9W-Field","0",
"K9PW","20240623","162456","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.01350","ALW","08","CW","CW","K6ZY","100","K9","N","N","IL","W7AVM","IL","IL","Shack-Main-Computer--ACER","0",
"KD8SQ","20240623","162748","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","2A","21.075852","BF","08","FT8","DIG","K7PVT","100","KD8","N","N","OH","W7AVM","OH","OH","AF9W-Field","0",
"W5GIX","20240623","162847","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","3A","21.075852","BF","07","FT8","DIG","K7PVT","100","W5","N","N","LA","W7AVM","LA","LA","AF9W-Field","0",
"VA3FH","20240623","162922","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","Canada","1","04","1D","14.01551","ALW","04","CW","CW","K6ZY","100","VA3","N","N","ONS","W7AVM","ONS","ON","Shack-Main-Computer--ACER","0",
"W4W","20240623","163216","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","05","5A","21.075208","BF","08","FT8","DIG","K7PVT","100","W4","N","N","TN","W7AVM","TN","TN","AF9W-Field","0",
"W7RET","20240623","163431","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1B","","PH","06","SSB","PH","N6ZE","100","W7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"K8EEN","20240623","163701","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","14.02548","ALW","08","CW","CW","K6ZY","100","K8","N","N","OH","W7AVM","OH","OH","Shack-Main-Computer--ACER","0",
"WA7GFE","20240623","164134","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","PH","06","SSB","PH","N6ZE","100","WA7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"N7EI","20240623","164217","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3D","","PH","06","SSB","PH","N6ZE","100","N7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"K3PNW","20240623","164330","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","05","1D","","PH","08","SSB","PH","N6ZE","100","K3","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"K7PET","20240623","164413","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1E","","PH","06","SSB","PH","N6ZE","100","K7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"K1VMT","20240623","164454","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.03137","ALW","08","CW","CW","K6ZY","100","K1","N","N","VT","W7AVM","VT","VT","Shack-Main-Computer--ACER","0",
"KB7GK","20240623","164612","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1E","","PH","06","SSB","PH","N6ZE","100","KB7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"WB5BHS","20240623","164721","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","1D","21.076549","BF","07","FT8","DIG","K7PVT","100","WB5","N","N","AR","W7AVM","AR","AR","AF9W-Field","0",
"K3ATO","20240623","164807","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1A","14.03299","ALW","08","CW","CW","K6ZY","100","K3","N","N","EPA","W7AVM","EPA","PA","Shack-Main-Computer--ACER","0",
"VE7PRC","20240623","164821","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","3A","","PH","02","SSB","PH","N6ZE","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"WA7LK","20240623","164905","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","PH","06","SSB","PH","N6ZE","100","WA7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"VE7CVW","20240623","165145","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","5A","","PH","02","SSB","PH","N6ZE","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"KI7KY","20240623","165221","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.03788","ALW","06","CW","CW","K6ZY","100","KI7","N","N","UT","W7AVM","UT","UT","Shack-Main-Computer--ACER","0",
"K7CEM","20240623","165242","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","4A","","PH","06","SSB","PH","N6ZE","100","K7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"VE7BER","20240623","165334","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","1A","","PH","02","SSB","PH","N6ZE","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"VE7ECC","20240623","165413","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","2A","","PH","02","SSB","PH","N6ZE","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"WW5M","20240623","165450","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1E","14.03826","ALW","08","CW","CW","K6ZY","100","WW5","N","N","TN","W7AVM","TN","TN","Shack-Main-Computer--ACER","0",
"KG7OEC","20240623","165456","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","PH","06","SSB","PH","N6ZE","100","KG7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"KK7OJK","20240623","165624","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","PH","06","SSB","PH","N6ZE","100","KK7","N","N","EWA","W7AVM","EWA","WA","MINISTWO","0",
"KS0JA","20240623","165713","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2F","14.03856","ALW","07","CW","CW","K6ZY","100","KS0","N","N","KS","W7AVM","KS","KS","Shack-Main-Computer--ACER","0",
"K7ID","20240623","165722","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","PH","06","SSB","PH","N6ZE","100","K7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"W0DK","20240623","165828","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.03945","ALW","07","CW","CW","K6ZY","100","W0","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"AF7JM","20240623","165840","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","PH","06","SSB","PH","N6ZE","100","AF7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"W7JMQ","20240623","165911","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1B","","PH","06","SSB","PH","N6ZE","100","W7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"K9UX","20240623","170014","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","2A","21.32600","DBM","08","SSB","PH","KK7MJR","100","K9","N","N","IL","W7AVM","IL","IL","N7JP-DX","0",
"W7YED","20240623","170026","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","4A","","PH","06","SSB","PH","N6ZE","100","W7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"W7DK","20240623","170054","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","4A","","PH","06","SSB","PH","N6ZE","100","W7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"KI5DO","20240623","170130","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.04000","ALW","07","CW","CW","K6ZY","100","KI5","N","N","STX","W7AVM","SB","CA","Shack-Main-Computer--ACER","0",
"K7NA","20240623","170210","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","PH","06","SSB","PH","N6ZE","100","K7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"W7EAT","20240623","170311","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","PH","06","SSB","PH","N6ZE","100","W7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"N7FPA","20240623","170355","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","PH","06","SSB","PH","N6ZE","100","N7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"W7I","20240623","170441","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2A","","PH","06","SSB","PH","N6ZE","100","W7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"W1FM","20240623","170444","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","2D","14.04023","ALW","08","CW","CW","K6ZY","100","W1","N","N","EMA","W7AVM","EMA","MA","Shack-Main-Computer--ACER","0",
"VE7IP","20240623","170621","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","3A","","PH","02","SSB","PH","N6ZE","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"K0USA","20240623","170701","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2A","14.04236","ALW","07","CW","CW","K6ZY","100","K0","N","N","NE","W7AVM","NE","NE","Shack-Main-Computer--ACER","0",
"NE7RD","20240623","170749","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1E","","PH","06","SSB","PH","N6ZE","100","NE7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"NT7H","20240623","170926","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","PH","06","SSB","PH","N6ZE","100","NT7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"KG4CRJ","20240623","171011","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.04298","ALW","08","CW","CW","K6ZY","100","KG4","N","N","NC","W7AVM","NC","NC","Shack-Main-Computer--ACER","0",
"WF7S","20240623","171120","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1F","","PH","06","SSB","PH","N6ZE","100","WF7","N","N","EWA","W7AVM","EWA","WA","MINISTWO","0",
"K8DF","20240623","171159","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","4A","14.04328","ALW","08","CW","CW","K6ZY","100","K8","N","N","OH","W7AVM","OH","OH","Shack-Main-Computer--ACER","0",
"W7YXA","20240623","171331","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1E","","PH","06","SSB","PH","N6ZE","100","W7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"KS6M","20240623","171347","10M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1E","28.075705","BF","06","FT8","DIG","K7PVT","100","KS6","N","N","EB","W7AVM","EB","CA","AF9W-Field","0",
"N9MII","20240623","171412","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","04","4A","","PH","08","SSB","PH","N6ZE","100","N9","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"AJ4A","20240623","171418","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","6A","14.04508","ALW","08","CW","CW","K6ZY","100","AJ4","N","N","KY","W7AVM","KY","KY","Shack-Main-Computer--ACER","0",
"WV5X","20240623","171515","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","14.04601","ALW","07","CW","CW","K6ZY","100","WV5","N","N","MO","W7AVM","MO","MO","Shack-Main-Computer--ACER","0",
"WI6Z","20240623","171528","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","PH","06","SSB","PH","N6ZE","100","WI6","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"K7IOC","20240623","171543","10M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","28.075705","BF","06","FT8","DIG","K7PVT","100","K7","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"N6JXN","20240623","171617","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","PH","06","SSB","PH","N6ZE","100","N6","N","N","EWA","W7AVM","EWA","WA","MINISTWO","0",
"KM6SJO","20240623","171744","10M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1B","28.075705","BF","06","FT8","DIG","K7PVT","100","KM6","N","N","EB","W7AVM","EB","CA","AF9W-Field","0",
"VE7AHE","20240623","171753","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","2A","","PH","02","SSB","PH","N6ZE","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"W8BM","20240623","171802","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","6A","14.04658","ALW","08","CW","CW","K6ZY","100","W8","N","N","OH","W7AVM","OH","OH","Shack-Main-Computer--ACER","0",
"W8SP","20240623","171945","10M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","05","3A","28.075705","BF","08","FT8","DIG","K7PVT","100","W8","N","N","WV","W7AVM","WV","WV","AF9W-Field","0",
"W6UW","20240623","172214","10M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","2F","28.075705","BF","06","FT8","DIG","K7PVT","100","W6","N","N","SCV","W7AVM","SCV","CA","AF9W-Field","0",
"K8MR","20240623","172311","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.05543","ALW","08","CW","CW","K6ZY","100","K8","N","N","OH","W7AVM","OH","OH","Shack-Main-Computer--ACER","0",
"VE7CUP","20240623","172353","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","1E","","PH","02","SSB","PH","N6ZE","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"VE7SCC","20240623","172414","10M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","Canada","1","03","3A","28.075705","BF","02","FT8","DIG","K7PVT","100","VE7","N","N","BC","W7AVM","BC","BC","AF9W-Field","0",
"KX7ID","20240623","172444","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","PH","06","SSB","PH","N6ZE","100","KX7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"KG4BIG","20240623","172743","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.05909","ALW","08","CW","CW","K6ZY","100","KG4","N","N","KY","W7AVM","KY","KY","Shack-Main-Computer--ACER","0",
"KG5UZW","20240623","172854","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","04","1B","","PH","07","SSB","PH","N6ZE","100","KG5","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"KJ7PQR","20240623","173125","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2D","","PH","06","SSB","PH","N6ZE","100","KJ7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"VE7NA","20240623","173202","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","5A","","PH","02","SSB","PH","N6ZE","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"K7PDZ","20240623","173341","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","PH","06","SSB","PH","N6ZE","100","K7","N","N","EWA","W7AVM","EWA","WA","MINISTWO","0",
"N7AWP","20240623","173538","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1A","","PH","06","SSB","PH","N6ZE","100","N7","N","N","EWA","W7AVM","EWA","WA","MINISTWO","0",
"VE7KWA","20240623","173608","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","1D","","PH","02","SSB","PH","N6ZE","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"WA7LAW","20240623","173621","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","3A","14.02332","ALW","06","CW","CW","K6ZY","100","WA7","N","N","WWA","W7AVM","WWA","WA","Shack-Main-Computer--ACER","0",
"KD0LHI","20240623","173717","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","04","1D","","PH","07","SSB","PH","N6ZE","100","KD0","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"NU7I","20240623","173807","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.02332","ALW","06","CW","CW","K6ZY","100","NU7","N","N","AZ","W7AVM","AZ","AZ","Shack-Main-Computer--ACER","0",
"KG6LSE","20240623","173850","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1B","","PH","06","SSB","PH","N6ZE","100","KG6","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"K0UM","20240623","173917","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02332","ALW","07","CW","CW","K6ZY","100","K0","N","N","AZ","W7AVM","AZ","AZ","Shack-Main-Computer--ACER","0",
